name,x,y,sky_centroid.ra,sky_centroid.dec,m,me,t
jws_1300,3148.031904,477.2071262,266.3987944,-29.0154392,14.41122749,0.001735624,2022.71678
jws_1301,3685.160019,476.4880253,266.3989996,-29.00605518,16.63720545,0.00484893,2022.71678
jws_1302,2156.872483,479.7515556,266.39844,-29.03275591,13.64290923,0.002701364,2022.71678
jws_1303,3268.222107,477.5584678,266.3988505,-29.01333957,15.79425879,0.003062874,2022.71678
jws_1304,3438.765154,488.3852117,266.3991365,-29.01036401,16.0951962,0.005250186,2022.71678
jws_1305,3582.146696,476.982819,266.3989673,-29.00785502,16.63088689,0.004850455,2022.71678
jws_1306,4428.808194,477.6393774,266.3993264,-28.99306387,13.86130539,0.000603399,2022.71678
jws_1307,4539.399322,477.6901194,266.3993726,-28.99113184,13.80124381,0.000870456,2022.71678
jws_1308,1761.676397,479.7147975,266.3982777,-29.03966007,16.22644131,0.00346686,2022.71678
jws_1309,1839.275072,480.0582353,266.3983163,-29.03830453,16.21282539,0.003357952,2022.71678
jws_1310,3028.035568,479.9568995,266.3988003,-29.01753655,16.64542172,0.004988651,2022.71678
jws_1311,3150.236902,486.3126387,266.3989772,-29.01540393,13.70342912,0.00226337,2022.71678
jws_1312,3743.180316,479.7487189,266.3990884,-29.00504272,16.72771556,0.004968787,2022.71678
jws_1313,3874.070249,478.6610451,266.3991202,-29.00275565,14.93965581,0.00079592,2022.71678
jws_1314,2079.091445,480.6719911,266.3984266,-29.03411509,13.48413511,0.002723345,2022.71678
jws_1315,3537.572158,479.7320264,266.399004,-29.00863474,15.21831882,0.002322545,2022.71678
jws_1316,4894.871928,479.8886747,266.3995618,-28.98492243,16.76421946,0.006909505,2022.71678
jws_1317,1257.847077,480.2878902,266.3980831,-29.0484623,14.020167,0.001602422,2022.71678
jws_1318,2842.708961,484.8746273,266.3988228,-29.02077601,16.43044527,0.007446165,2022.71678
jws_1319,3287.834488,480.9002087,266.3989253,-29.01299813,15.4882937,0.001096358,2022.71678
jws_1320,3829.926305,493.5461675,266.3993995,-29.00353217,16.56653488,0.004913795,2022.71678
jws_1321,4166.181561,480.8866567,266.399284,-28.99765318,13.49482221,0.001982579,2022.71678
